9/30/2018 4:36:56 PM;0.00
9/30/2018 4:36:57 PM;0.00
9/30/2018 4:36:58 PM;0.00
9/30/2018 4:36:59 PM;0.00
9/30/2018 4:37:00 PM;0.00
9/30/2018 4:37:01 PM;0.00
9/30/2018 4:37:02 PM;0.00
9/30/2018 4:37:03 PM;0.00
9/30/2018 4:37:04 PM;0.00
9/30/2018 4:37:05 PM;0.00
9/30/2018 4:37:06 PM;0.00
9/30/2018 4:37:07 PM;0.00
9/30/2018 4:37:08 PM;0.00
9/30/2018 4:37:09 PM;0.00
9/30/2018 4:37:10 PM;0.00
9/30/2018 4:37:11 PM;0.00
9/30/2018 4:37:12 PM;0.00
9/30/2018 4:37:13 PM;0.00
9/30/2018 4:37:14 PM;0.00
9/30/2018 4:37:15 PM;0.00
9/30/2018 4:37:16 PM;0.00
9/30/2018 4:37:17 PM;0.00
9/30/2018 4:37:18 PM;0.00
9/30/2018 4:37:19 PM;0.00
9/30/2018 4:37:20 PM;0.00
9/30/2018 4:37:21 PM;0.00
9/30/2018 4:37:22 PM;0.00
9/30/2018 4:37:23 PM;0.00
9/30/2018 4:37:24 PM;0.00
9/30/2018 4:37:25 PM;0.00
9/30/2018 4:37:26 PM;0.00
9/30/2018 4:37:27 PM;0.00
9/30/2018 4:37:28 PM;0.00
9/30/2018 4:37:29 PM;0.00
9/30/2018 4:37:30 PM;0.00
9/30/2018 4:37:31 PM;0.00
9/30/2018 4:37:32 PM;0.00
9/30/2018 4:37:33 PM;0.00
9/30/2018 4:37:34 PM;0.00
9/30/2018 4:37:35 PM;0.00
9/30/2018 4:37:36 PM;0.00
9/30/2018 4:37:37 PM;0.00
9/30/2018 4:37:38 PM;0.00
9/30/2018 4:37:39 PM;0.00
9/30/2018 4:37:40 PM;0.00
9/30/2018 4:37:41 PM;0.00
9/30/2018 4:37:42 PM;0.00
9/30/2018 4:37:43 PM;0.00
9/30/2018 4:37:44 PM;0.00
9/30/2018 4:37:45 PM;0.00
9/30/2018 4:37:46 PM;0.00
9/30/2018 4:37:47 PM;0.00
9/30/2018 4:37:48 PM;0.00
9/30/2018 4:37:49 PM;0.00
9/30/2018 4:37:50 PM;0.00
9/30/2018 4:37:51 PM;0.00
9/30/2018 4:37:52 PM;0.00
9/30/2018 4:37:53 PM;0.00
9/30/2018 4:37:54 PM;0.00
9/30/2018 4:37:55 PM;0.00
9/30/2018 4:37:56 PM;0.00
9/30/2018 4:37:57 PM;0.00
9/30/2018 4:37:58 PM;0.00
9/30/2018 4:37:59 PM;0.00
9/30/2018 4:38:00 PM;0.00
9/30/2018 4:38:01 PM;0.00
9/30/2018 4:38:02 PM;0.00
9/30/2018 4:38:03 PM;0.00
9/30/2018 4:38:04 PM;0.00
9/30/2018 4:38:05 PM;0.00
9/30/2018 4:38:06 PM;0.00
9/30/2018 4:38:07 PM;0.00
9/30/2018 4:38:08 PM;0.00
9/30/2018 4:38:09 PM;0.00
9/30/2018 4:38:10 PM;0.00
9/30/2018 4:38:11 PM;0.00
9/30/2018 4:38:12 PM;0.00
9/30/2018 4:38:13 PM;0.00
9/30/2018 4:38:14 PM;0.00
9/30/2018 4:38:15 PM;0.00
9/30/2018 4:38:16 PM;0.00
9/30/2018 4:38:17 PM;0.00
9/30/2018 4:38:18 PM;0.00
9/30/2018 4:38:19 PM;0.00
9/30/2018 4:38:20 PM;0.00
9/30/2018 4:38:21 PM;0.00
9/30/2018 4:38:22 PM;0.00
9/30/2018 4:38:23 PM;0.00
9/30/2018 4:38:24 PM;0.00
9/30/2018 4:38:26 PM;0.00
9/30/2018 4:38:26 PM;0.00
9/30/2018 4:38:27 PM;0.00
9/30/2018 4:38:28 PM;0.00
9/30/2018 4:38:29 PM;0.00
9/30/2018 4:38:30 PM;0.00
9/30/2018 4:38:31 PM;0.00
9/30/2018 4:38:33 PM;0.00
9/30/2018 4:38:34 PM;0.00
9/30/2018 4:38:34 PM;0.00
9/30/2018 4:38:36 PM;0.00
9/30/2018 4:38:37 PM;0.00
9/30/2018 4:38:38 PM;0.00
9/30/2018 4:38:39 PM;0.00
9/30/2018 4:38:40 PM;0.00
9/30/2018 4:38:41 PM;0.00
9/30/2018 4:38:42 PM;0.00
9/30/2018 4:38:43 PM;0.00
9/30/2018 4:38:44 PM;0.00
9/30/2018 4:38:45 PM;0.00
9/30/2018 4:38:46 PM;0.00
9/30/2018 4:38:47 PM;0.00
9/30/2018 4:38:48 PM;0.00
9/30/2018 4:38:49 PM;0.00
9/30/2018 4:38:50 PM;0.00
9/30/2018 4:38:51 PM;0.00
9/30/2018 4:38:52 PM;0.00
9/30/2018 4:38:53 PM;0.00
9/30/2018 4:38:54 PM;0.00
9/30/2018 4:38:55 PM;0.00
9/30/2018 4:38:56 PM;0.00
9/30/2018 4:38:57 PM;0.00
9/30/2018 4:38:58 PM;0.00
9/30/2018 4:38:59 PM;0.00
9/30/2018 4:39:00 PM;0.00
9/30/2018 4:39:01 PM;0.00
9/30/2018 4:39:02 PM;0.00
9/30/2018 4:39:03 PM;0.00
9/30/2018 4:39:04 PM;0.00
9/30/2018 4:39:05 PM;0.00
9/30/2018 4:39:06 PM;0.00
9/30/2018 4:39:07 PM;0.00
9/30/2018 4:39:08 PM;0.00
9/30/2018 4:39:09 PM;0.00
9/30/2018 4:39:10 PM;0.00
9/30/2018 4:39:11 PM;47.26
9/30/2018 4:39:12 PM;55.60
9/30/2018 4:39:13 PM;52.82
9/30/2018 4:39:14 PM;55.60
9/30/2018 4:39:15 PM;47.26
9/30/2018 4:39:16 PM;44.48
9/30/2018 4:39:17 PM;44.48
9/30/2018 4:39:18 PM;33.36
9/30/2018 4:39:19 PM;13.90
9/30/2018 4:39:20 PM;0.00
9/30/2018 4:39:21 PM;0.00
9/30/2018 4:39:22 PM;0.00
9/30/2018 4:39:23 PM;0.00
